"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CREG","China Recycling Energy Corporation","0.3601","$5.8M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/creg",
"SXTC","China SXT Pharmaceuticals, Inc.","1.02","$27.45M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sxtc",
"CXDC","China XD Plastics Company Limited","2.2","$147.29M","n/a","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/cxdc",
"PLIN","China Xiangtai Food Co., Ltd.","4.42","$105.16M","2019","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/plin",
"CNET","ChinaNet Online Holdings, Inc.","1.24","$22.35M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","20.78","$755.6M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/imos",
"CDXC","ChromaDex Corporation","3.06","$182.27M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","27.59","$571.11M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","26.38","$501.22M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","26.97","$453.1M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","27.42","$310.37M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","28.01","$202.58M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","130.39","$5.22B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","23.28","$386.6M","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","1.81","$57.1M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdtx",
"CMCT","CIM Commercial Trust Corporation","14.71","$214.8M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","26.85","$216.97M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress N.V","132.31","$3.99B","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","116.16","$18.97B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","0.9127","$36.22M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","265.94","$27.88B","1983","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","55.22","$3.21B","1989","Technology","Semiconductors","https://old.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","46.05","$195.5B","1990","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","18","$214.39M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","0.56","$16.15M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.14","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","24.93","$341.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","11","$123.98M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/czwi",
"CIZN","Citizens Holding Company","19.94","$111.23M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","98.29","$12.87B","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","75.02","$1.23B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","21.34","$333.97M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","73","$738760","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civbp",
"CLAR","Clarus Corporation","11.74","$352.12M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","2.09","$427.84M","2007","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/clne",
"CACG","ClearBridge All Cap Growth ETF","31.77","$131.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","31.0665","$6.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","34.94","$171.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","12.09","$165.05M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","1.62","$26.97M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","0.7519","$28.39M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","1.1675","$31.17M","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","0.9648","$10.9M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/cbli",
"CLVS","Clovis Oncology, Inc.","3.12","$170.53M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","4.99","$69.43M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/clps",
"CME","CME Group Inc.","212.35","$76.04B","2002","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","28.32","$430.41M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccne",
"CCB","Coastal Financial Corporation","16","$190.59M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/ccb",
"COKE","Coca-Cola Consolidated, Inc.","290.94","$2.73B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/coke",
"COCP","Cocrystal Pharma, Inc.","1.219","$38.55M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","7.47","$79.87M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","13.31","$776.75M","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","1.05","$17.97M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","22.2","$208.98M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","3.86","$21.5M","2005","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","56.25","$2.63B","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","48.75","$8.32B","1989","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","60.38","$33.35B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","1.29","$51.54M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cwbr",
"COHR","Coherent, Inc.","151.87","$3.64B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","17.99","$1.26B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","14.415","$592.39M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cohu",
"CLCT","Collectors Universe, Inc.","28.06","$256.84M","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","11.785","$394.45M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","72.87","$2.79B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Biotechnologies Ltd.","4.2","$16.02M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clgn",
"CBAN","Colony Bankcorp, Inc.","15.75","$149.61M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","36.175","$2.64B","1992","Finance","Major Banks","https://old.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","15.88","$1.85B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/clbk",
"COLM","Columbia Sportswear Company","98.19","$6.63B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","34.75","$820.84M","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cmco",
"CMCSA","Comcast Corporation","45.23","$205.57B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cmcsa",
"CBSH","Commerce Bancshares, Inc.","59.36","$6.51B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.94","$2.38B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbshp",
"CVGI","Commercial Vehicle Group, Inc.","7.31","$229.01M","2004","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","11.135","$2.16B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","4.21","$39.26M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","8.25","$183.63M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","10.18","$76.94M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cfbi",
"CTBI","Community Trust Bancorp, Inc.","41.73","$741.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","9.85","$83.38M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","45.43","$2.05B","2006","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cvlt",
"CGEN","Compugen Ltd.","4.01","$250.2M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","21.92","$314.67M","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","4.95","$71.5M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ctg",
"SCOR","comScore, Inc.","1.9","$127.5M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","1.92","$15.26M","2004","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","30.985","$751.94M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmtl",
"CNAT","Conatus Pharmaceuticals Inc.","0.3373","$11.19M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","5.89","$140.18M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnce",
"BBCP","Concrete Pumping Holdings, Inc. ","3.43","$199.63M","2017","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbcp",
"CDOR","Condor Hospitality Trust, Inc.","11.07","$131.9M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CFMS","ConforMIS, Inc.","2.14","$146.97M","2015","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","3.8732","$36.83M","2015","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfr",
"CNFRL","Conifer Holdings, Inc.","22.073","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cnfrl",
"CNMD","CONMED Corporation","94.66","$2.68B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"CNOB","ConnectOne Bancorp, Inc.","22.11","$781.65M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","25.44","$735.3M","2003","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","3.33","$240.01M","2005","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","15.93","$239.39M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwco",
"CNST","Constellation Pharmaceuticals, Inc.","9.58","$247.38M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnst",
"ROAD","Construction Partners, Inc.","15.685","$812.2M","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/road",
"CPSS","Consumer Portfolio Services, Inc.","3.5","$78.84M","1992","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","0.31","$24.62M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cfrx",
"CPTI","ConversionPoint Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpti",
"CPAA","Conyers Park II Acquisition Corp.","10.11","$116.27M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cpaa",
"CPAAU","Conyers Park II Acquisition Corp.","10.8","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cpaau",
"CPAAW","Conyers Park II Acquisition Corp.","1.8","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cpaaw",
"AWSM","Cool Holdings Inc.","0.729","$6.52M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/awsm",
"CPRT","Copart, Inc.","81.68","$18.97B","1994","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","4.65","$300.63M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","14.05","$1.6B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","28.665","$1.32B","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/core",
"CSOD","Cornerstone OnDemand, Inc.","55.5","$3.37B","2011","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/csod",
"CORV","Correvio Pharma Corp.","1.7","$85.86M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/corv",
"CRTX","Cortexyme, Inc.","23.58","$632.91M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/crtx",
"CLDB","Cortland Bancorp","21.43","$93.84M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cldb",
"CRVL","CorVel Corp.","76.93","$1.42B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","3","$88.17M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crvs",
"CSGP","CoStar Group, Inc.","600.74","$21.96B","1998","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","297.52","$130.85B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","1.0701","$6.37M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","19.3","$129.85M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/icbk",
"COUP","Coupa Software Incorporated","158.25","$9.94B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/coup",
"CVTI","Covenant Transportation Group, Inc.","15.27","$281.86M","1994","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/cvti",
"CVET","Covetrus, Inc.","10.84","$1.21B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvet",
"COWN","Cowen Inc.","14.105","$416.33M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cown",
